shop_id,offer_count,rating
6738,8,4
6739,148,4
6740,17,4
6742,40,3
6743,1481,2
6744,777,4
6745,10,4
6746,29294,5
6747,18,4
6748,1032,4
6749,2934,5
6750,13,4
6751,6,2
6752,25638,5
6753,5317,4
6754,45,4
6755,627,3
6756,1173,4
6758,28597,5
6759,8,4
6760,15,4
6761,4621,4
6762,1805,5
6763,201,4
6765,273,5
6766,674,5
6767,574,4
6768,849,5
6769,427,4
6770,1219,4
6771,226,4
6772,8,4
6773,3273,3
6774,3871,3
6776,1094,4
6777,1581,4
6778,2,4
6781,1677,4
6782,6428,3
6783,388,4
6784,1228,5
6786,350,4
6787,12816,4
6788,65,4
6789,94,4
6790,141,4
6791,2538,5
6792,3068,4
6793,1087,3
6794,4095,5
6795,5269,4
6796,524,4
6797,1957,5
6799,1441,4
6800,81,5
6801,34,4
6802,7811,5
6803,856,4
6804,559,4
6805,4590,4
6806,101,4
6807,4702,4
6808,226,4
6809,3745,4
6810,128,4
6812,38,4
6813,241,4
6814,623,3
6815,93,5
6816,14787,4
6818,1670,3
6819,2282,4
6821,35,4
6823,667,4
6825,268,2
6826,382,4
6827,2013,3
6828,114,4
6829,179,4
6830,145,5
6831,9555,4
6834,304,4
6835,634,4
6836,21330,4
6837,1999,4
6839,35,4
6840,11897,5
6841,500,4
6842,6482,4
6844,60,2
6845,12,4
6846,385,3
6848,219,5
6849,2277,4
6850,760,4
6851,9,3
6852,184,5
6854,5781,5
6855,6,5
6856,2846,3
6858,305,5
6859,350,4
6860,368,4
6861,53,5
6862,2,4
6863,1069,5
6864,2620,4
6865,3866,4
6866,163,4
6867,429,3
6868,106,4
6869,1298,4
6870,1790,4
6871,1661,4
6872,52,4
6874,267,2
6876,2668,3
6877,10987,4
6878,1982,5
6879,4765,4
6882,3719,4
6883,29600,5
6884,440,4
6885,248,4
6886,3055,4
6888,209,4
6889,458,3
6890,26,4
6892,910,4
6893,110,4
6894,25,4
6895,53,4
6896,798,3
6897,4757,4
6898,197,4
6900,781,3
6901,281,4
6902,5039,5
6903,2446,4
6904,4073,4
6905,4834,4
6906,5256,4
6907,139,4
6908,2258,4
6909,2354,4
6912,34,4
6913,4035,4
6914,1626,2
6915,520,4
6917,21,4
6918,29,4
6919,6788,4
6920,114,5
6921,207,4
6923,490,4
6924,603,4
6925,14969,4
6926,46,4
6927,62,4
6928,2604,4
6929,22,4
6930,69,5
6932,4836,5
6934,284,4
6935,36112,3
6936,131,3
6940,2943,4
6941,10681,3
6942,9643,5
6943,260,4
6944,107,4
6945,1850,4
6946,153,3
6947,15329,5
6948,14741,5
6949,951,5
6950,562,4
6952,2426,4
6953,12,4
6954,219,4
6955,225,4
6956,24,4
6957,79,4
6958,218,4
6959,9315,5
6960,15335,5
6961,15342,5
6962,15326,5
6963,15329,5
6964,15328,5
6965,15322,5
6966,15,4
6967,57,4
6968,222,3
6969,12,5
6971,1332,4
6972,2065,5
6973,9178,4
6974,1,4
6975,10467,2
6976,350,5
6978,122,4
6979,25591,5
6980,16087,5
6981,6296,4
6982,286,4
6983,2675,5
6984,517,4
6985,2364,4
6986,512,1
6987,149,3
6988,1869,5
6989,252,4
6990,251,4
6991,29259,5
6992,436,4
6994,198,4
6995,148,4
6996,5569,4
7000,2,4
7001,278,5
7002,147,5
7003,169,4
7004,23,4
7006,7,4
7007,185,5
7008,1370,4
7009,1709,4
7010,46,4
7011,92,4
7012,1,4
7013,682,4
7014,84,5
7015,1874,4
7016,61446,2
7017,4409,4
7018,850,5
7019,1661,4
7020,405,4
7021,2453,4
7022,23020,2
7023,52,4
7024,1325,4
7025,1486,4
7026,6043,5
7027,233,4
7028,21,4
7029,498,4
7030,3602,4
7032,109,5
7033,8,4
7034,633,4
7035,53,3
7036,230,4
7038,91,3
7039,921,4
7040,7151,5
7041,5713,5
7042,427,4
7043,4348,4
7044,8,4
7045,30207,3
7046,18325,5
7047,28378,3
7048,326,4
7049,12978,4
7050,237,4
7051,33,4
7053,273,5
7054,442,4
7055,511,4
7056,3389,4
7057,5,4
7058,122,4
7059,2334,5
7060,805,4
7061,450,4
7062,67,4
7063,1010,4
7064,1034,4
7065,9,4
7066,55,4
7068,28,4
7070,599,4
7072,673,4
7073,3018,4
7074,811,5
7075,183,4
7076,38,4
7077,150,4
7080,457,4
7081,15428,4
7082,405,3
7083,3001,4
7084,701,5
7085,2940,3
7086,595,3
7088,207,4
7089,242744,4
7091,7294,3
7092,15,4
7093,13,4
7094,2713,4
7096,161,3
7097,6144,4
7098,94,4
7099,1059,5
7102,4073,4
7104,127,4
7105,14,3
7106,15,4
7107,2066,4
7109,4851,4
7110,2227,4
7111,60,4
7112,119,4
7113,158,4
7114,503,3
7115,2223,4
7116,282,4
7118,8486,4
7119,801,2
7120,4788,5
7121,550,2
7122,476,2
7124,150,3
7125,46,4
7126,650,4
7127,2428,3
7128,38,4
7129,2832,3
7130,389,3
7131,1412,5
7132,374,5
7133,3,4
7134,18,4
7135,35,4
7136,329,3
7137,1073,4
7138,18,4
7139,16757,4
7140,2431,3
7142,485,4
7143,465,4
7144,1161,2
7145,1315,2
7146,3370,4
7147,379,2
7148,563,4
7149,103,4
7151,5,4
7152,9925,5
7153,255,4
7154,705,4
7156,28000,5
7157,2009,3
7158,8775,2
7159,793,4
7160,5035,4
7162,70,5
7163,1450,4
7165,10485,5
7166,10196,5
7167,133,4
7168,163,2
7169,626,5
7170,1837,4
7171,1036,5
7172,7282,4
7173,15391,2
7174,23499,5
7175,1701,3
7176,293,4
7178,5514,5
7179,6734,5
7180,34,4
7181,3946,4
7182,173,4
7183,1408,4
7184,260,2
7185,89,3
7186,20,4
7188,63,4
7189,75,4
7192,450,4
7193,1494,4
7194,725,4
7195,2675,4
7196,62,4
7197,3807,1
7198,198,4
7199,20,4
7201,1017,4
7202,487,4
7203,216,4
7204,469,5
7205,121,4
7206,49,4
7207,1227,4
7208,179,4
7209,236,4
7210,6389,4
7211,2106,4
7214,368,4
7215,5136,4
7216,49,4
7218,7981,4
7219,87,3
7220,1,4
7221,151,5
7222,3601,3
7223,139,4
7224,748,4
7226,606,5
7227,1550,4
7229,1356,4
7230,1092,5
7231,914,4
7234,1582,4
7235,1655,4
7236,16757,4
7237,355,4
7238,6685,1
7239,2550,4
7240,1078,4
7241,5402,4
7242,10762,5
7244,2603,4
7245,173,5
7246,414,1
7247,64605,5
7248,10014,4
7249,133,4
7250,3057,5
7251,1953,4
7252,812,4
7254,13166,4
7255,1190,5
7256,267,4
7257,17,3
7258,935,4
7259,31079,3
7261,197,3
7263,16757,4
7264,16,5
7265,1906,4
7266,1571,3
7267,208,4
7270,1822,4
7272,338,4
7273,3378,4
7274,80,4
7279,340,4
7280,626,5
7282,2435,4
7283,124,4
7284,2811,5
7285,498,4
7286,184,3
7287,19940,4
7288,633,4
7289,1,5
7290,2223,4
7291,1895,4
7292,2700,4
7293,3470,4
7294,10705,4
7295,186,4
7297,3071,5
7298,12,4
7299,188,3
7300,929,5
7301,911,3
7302,15424,4
7303,765,4
7304,18,4
7305,449,5
7306,5760,4
7307,1298,4
7309,140,4
7310,89,4
7311,544,3
7312,102099,2
7313,37,4
7314,10240,5
7315,10298,5
7316,9582,5
7317,10086,5
7318,10378,5
7319,10891,5
7320,9944,5
7321,9848,5
7322,4550,4
7323,10033,5
7324,9492,5
7325,9676,5
7326,9056,5
7327,9740,5
7328,10308,5
7329,1479,5
7331,36,4
7332,11421,5
7333,10563,5
7334,10241,5
7335,10449,5
7336,10330,5
7337,9681,5
7338,9362,5
7339,10627,5
7340,10413,5
7341,9905,5
7342,63,4
7343,829,4
7344,287,4
7345,933,4
7347,145,4
7349,14357,5
7350,1258,4
7351,136,4
7352,2945,5
7353,3214,4
7354,281,5
7356,30378,3
7357,261,4
7358,26852,5
7360,13,4
7363,673,4
7365,598,4
7366,981,4
7367,1459,3
7368,37,4
7369,852,4
7370,61,4
7372,8,4
7373,4631,5
7376,635,5
7378,8499,4
7380,233,5
7381,75,4
7382,468,3
7383,428,4
7384,260,4
7385,25910,5
7386,6,4
7387,1586,3
7388,8,4
7389,588,4
7390,1737,4
7391,433,4
7392,160,5
7393,133,4
7394,5425,4
7395,799,4
7396,249,3
7397,1379,4
7398,36112,3
7399,2503,5
7401,1578,4
7402,4440,3
7403,129,3
7405,44,4
7406,1823,4
7407,3926,5
7409,5980,4
7410,969,2
7412,3558,4
7413,57,2
7416,205,4
7417,6467,4
7418,36,4
7419,77,3
7421,901,4
7422,55,4
7423,21417,2
7424,3470,3
7426,894,5
7428,957,5
7429,8,4
7430,558,4
7431,81067,5
7432,546,3
7433,13139,2
7434,3710,4
7435,300,3
7436,2084,4
7437,182,4
7438,26763,5
7439,161,1
7441,2273,3
7442,4466,5
7443,98,2
7444,10930,3
7445,437,5
7447,28390,5
7448,40,4
7449,455,4
7451,88,2
7453,19000,5
7454,3271,3
7455,221,4
7456,680,4
7457,20,4
7458,185,5
7459,22,4
7460,375,4
7464,141,4
7465,1,4
7466,3649,5
7468,1012,5
7471,41,4
7473,4695,2
7474,328,3
7475,16102,2
7476,511,4
7477,283,4
7478,255,4
7479,151,4
7480,238,4
7481,1526,4
7482,7648,5
7483,181,4
7484,4035,5
7485,6282,3
7486,255,4
7487,3966,5
7488,1765,4
7490,2,4
7492,2452,5
7494,261,3
7495,3,4
7497,51,4
7498,40174,4
7499,2065,3
7500,357,3
7502,89,4
7503,84,4
7505,870,5
7506,666,5
7507,255,4
7508,255,4
7510,3600,4
7511,2286,4
7512,76,4
7513,158,5
7515,72,5
7516,36,4
7517,541,4
7518,1800,4
7519,53851,4
7520,30,4
7521,257,3
7522,221,5
7523,4,4
7524,21,4
7525,23,4
7526,188,5
7527,809,4
7529,3678,4
7530,805,5
7531,4,2
7532,1263,4
7534,491,4
7536,2557,5
7537,1346,4
7538,1516,4
7539,1204,2
7540,254,4
7541,48,5
7542,15,4
7544,180,4
7545,155,4
7548,211,4
7549,4,4
7550,19,4
7552,25,4
7553,32509,3
7554,173,4
7555,296,3
7556,778,5
7557,4073,4
7558,499,5
7559,2234,5
7560,52,4
7561,51260,2
7562,826,2
7563,501,5
7564,7,3
7565,281,2
7566,3633,4
7568,17059,4
7569,434,5
7570,2086,4
7571,1109,4
7572,2,4
7573,94,4
7574,13529,1
7575,8994,4
7576,267,2
7577,241,4
7578,102416,5
7579,527,5
7580,1211,4
7581,20193,5
7582,1774,4
7583,1635,4
7584,1590,5
7585,460,4
7586,69,4
7587,7309,4
7588,117,4
7589,22,4
7591,14984,4
7592,2822,4
7593,243,4
7594,664,4
7595,172,4
7596,3419,4
7597,90,4
7599,36,4
7602,64,4
7603,513,5
7605,7897,3
7606,938,4
7607,615,4
7608,326,5
7610,2039,5
7611,732,4
7612,730,4
7613,152,4
7614,981,4
7615,469,4
7616,8325,3
7617,587,4
7618,81205,5
7621,631,4
7623,111,5
7624,344,3
7625,372,4
7626,66,4
7627,9319,4
7628,1041,4
7629,7,4
7630,499,3
7631,307,4
7633,91,3
7635,996,4
7637,4671,4
7638,377,4
7640,7,5
7641,709,2
7642,9100,3
7643,222,4
7645,118,4
7646,41,4
7648,13063,4
7651,29441,5
7652,115,3
7653,3232,4
7655,20,4
7656,28125,4
7658,99,5
7659,70,4
7660,872,4
7661,226,4
7662,1,4
7663,1,4
7664,24911,5
7666,18661,5
7667,52,4
7668,6443,4
7669,4859,4
7670,1094,4
7671,15160,4
7673,193,5
7674,29272,3
7675,5744,4
7676,25197,5
7677,4073,4
7679,4073,4
7680,119,4
7681,932,4
7682,170,4
7683,1559,4
7684,96880,5
7685,11104,5
7686,10927,5
7687,10054,5
7688,9847,5
7689,10216,5
7690,10367,5
7692,9640,5
7693,9670,5
7694,660,5
7695,493,2
7696,325,5
7697,112,4
7698,2235,4
7699,327,4
7700,2262,2
7702,254,3
7703,729,5
7704,1148,4
7706,2271,3
7707,83,4
7709,2019,3
7710,195,5
7712,619,4
7715,538,4
7718,5406,4
7720,1740,4
7721,2214,3
7722,46415,5
7723,29400,4
7725,627,4
7726,9810,5
7727,9565,5
7728,9556,5
7729,10179,5
7730,10383,5
7731,278,4
7732,10363,5
7733,913,4
7734,10314,5
7735,9511,5
7736,377,4
7737,161,4
7739,278,3
7741,9360,5
7742,552,5
7743,2633,5
7744,12086,5
7745,159,1
7746,19007,4
7747,23,4
7748,20,4
7749,575,4
7751,289,4
7752,40,3
7753,27,3
7754,121,2
7755,641,5
7756,202,4
7757,33707,3
7758,310,4
7759,203,4
7760,596,4
7761,4284,5
7763,10942,5
7764,74,3
7765,50,4
7766,1048,2
7767,591,5
7768,3155,1
7769,774,5
7770,1262,3
7771,13,1
7774,5942,5
7775,392,4
7776,1671,3
7777,195,4
7778,63,4
7779,19383,1
7780,3639,4
7782,1207,4
7783,765,2
7784,2,4
7785,2440,2
7786,737,4
7788,191,4
7789,1280,4
7790,6058,5
7791,732,4
7792,855,4
7793,37,4
7794,34,4
7795,1995,4
7796,1,3
7797,3638,4
7798,25,4
7799,477,4
7800,22,4
7801,478,4
7802,72,4
7803,361,4
7804,267,5
7805,343,4
7806,2,4
7807,1194,4
7809,994,4
7810,324,4
7811,4428,5
7812,3747,4
7813,2018,4
7814,478,5
7815,1322,4
7816,1526,5
7817,1931,5
7818,1,2
7819,1381,4
7820,2511,4
7821,256,2
7822,6782,4
7823,69,4
7825,834,5
7826,122,4
7827,1735,4
7828,29108,5
7829,169,4
7830,26600,4
7831,561,4
7832,928,3
7833,111,3
7835,9394,4
7836,31181,3
7837,20841,3
7838,4496,3
7840,483,4
7841,1750,3
7842,269,4
7844,66304,5
7845,65846,5
7846,27,4
7847,1763,4
7848,85,3
7849,5,4
7850,6,4
7852,2144,5
7853,413,4
7854,2989,4
7856,4554,3
7857,220,2
7858,1482,4
7859,342,4
7861,1551,5
7862,3285,4
7863,38565,4
7864,388,4
7865,70882,5
7866,3737,4
7867,47,2
7868,2827,5
7869,26,5
7870,30,1
7871,474,5
7872,15206,1
7874,4553,3
7875,18825,5
7876,500,3
7878,316,5
7879,1123,4
7880,1716,5
7882,245,4
7883,94,4
7884,27,4
7885,526,2
7886,1284,5
7888,77,3
7889,22,4
7890,9528,5
7891,50,4
7893,2150,4
7894,137,4
7895,1608,4
7896,67,4
7897,157,5
7898,2164,4
7899,1496,4
7900,4,4
7901,31784,3
7902,30487,3
7903,835,4
7904,6681,3
7905,2042,3
7906,7550,4
7907,28525,5
7908,1042,2
7909,2457,3
7910,93,4
7912,6381,4
7913,4697,4
7914,1184,3
7915,39429,2
7916,25,4
7917,4353,5
7918,4276,5
7919,4268,5
7920,4319,5
7921,4073,4
7923,1450,4
7924,1075,5
7925,228,4
7926,1343,4
7927,7,4
7929,15320,5
7930,206,4
7931,1020,5
7932,36,4
7933,9723,5
7934,44,4
7935,92,4
7936,1427,4
7939,219,4
7940,197,3
7942,163,3
7943,450,1
7944,46,4
7945,26591,5
7946,9723,5
7948,1749,3
7949,5,4
7950,1995,4
7952,228,2
7953,235,4
7955,214,4
7956,1025,1
7957,2385,4
7958,264,4
7959,96,3
7960,20,5
7961,1889,4
7962,51,4
7963,1213,4
7964,2501,3
7965,157,4
7966,853,4
7967,250,5
7968,984,4
7971,3574,5
7972,134,4
7973,774,4
7974,6361,5
7975,4549,5
7976,4273,5
7977,4287,5
7978,4416,5
7979,4299,5
7980,4449,5
7981,1,4
7982,4345,5
7983,4277,5
7984,4310,5
7985,4344,5
7986,4282,5
7987,1806,3
7989,9723,5
7990,102,5
7991,54,4
7992,1110,4
7993,4,4
7994,3155,4
7995,448,4
7996,98,4
7997,561,5
7998,1919,4
7999,1098,5
8000,115,4
8001,25731,5
8002,26325,5
8003,59,4
8004,4455,3
8005,1142,4
8006,270,4
8007,49,3
8009,2289,4
8011,1,\N
8012,62,4
8013,37,3
8014,138,5
8015,500,5
8016,804,5
8017,878,2
8018,195,4
8019,59,1
8020,16,2
8021,15,3
8022,8,4
8023,7956,3
8024,13,4
8026,293,4
8027,4,4
8028,254,4
8029,1882,3
8030,2446,4
8031,6982,4
8032,55939,4
8033,6557,5
8034,84,4
8035,107,5
8036,1467,4
8037,7404,4
8038,4378,5
8039,1351,5
8040,1250,4
8041,17688,5
8042,484,4
8043,6686,4
8044,4331,5
8045,4355,5
8046,4261,5
8047,4353,5
8048,4311,5
8049,4287,5
8050,4270,5
8052,884,4
8053,127,4
8054,28,4
8055,475,4
8056,9644,5
8057,9629,5
8059,120,4
8060,14883,5
8061,309,5
8062,4922,5
8063,20501,5
8064,26,4
8065,21912,5
8066,4073,4
8067,14512,4
8069,5046,4
8070,236,4
8071,185,4
8073,110,1
8074,59,4
8075,981,4
8076,502,4
8077,14,4
8078,114,4
8080,2454,4
8081,3779,4
8082,153,4
8084,3595,5
8085,24464,3
8086,37827,5
8087,107,4
8089,511,4
8090,6291,4
8091,15,4
8092,18344,5
8093,3707,4
8096,5349,3
8097,9819,4
8098,512,4
8099,337,5
8100,555,4
8101,253,4
8102,28925,5
8103,34639,5
8104,4826,4
8105,462,4
8106,10376,5
8107,1354,4
8108,76,5
8109,2668,4
8111,263,4
8112,69,4
8114,83,4
8115,18283,4
8116,6611,4
8117,217,4
8118,2448,3
8119,629,4
8120,20438,4
8121,1123,4
8122,278,5
8123,5902,4
8124,64,5
8125,123,4
8127,1477,4
8128,36118,3
8129,3198,3
8130,835,4
8131,9723,5
8132,17100,5
8133,17110,5
8134,17100,5
8136,1541,4
8137,5133,5
8139,7789,2
8140,882,3
8141,3419,4
8142,1036,4
8143,704,4
8144,1594,4
8145,451,5
8146,36128,3
8147,601,4
8148,1513,4
8149,262,4
8150,34318,4
8151,27573,5
8153,37,4
8154,9723,5
8155,9723,5
8157,354,4
8158,40,4
8159,217,4
8160,125,4
8161,1125,2
8162,2604,5
8163,2049,4
8164,55772,4
8165,1104,4
8166,12339,5
8167,4419,4
8168,1,4
8169,19,4
8170,2305,4
8171,214,4
8172,1,4
8173,936,3
8174,97,4
8175,459,4
8177,79772,5
8178,32756,4
8179,11462,4
8180,1682,4
8182,663,1
8183,195,4
8185,20794,4
8186,43,4
8187,4455,4
8188,514,5
8189,1278,4
8190,252,5
8191,202,4
8192,2385,4
8193,21,3
8194,16174,4
8195,32558,5
8196,203,4
8197,1061,4
8198,1342,4
8199,1499,4
8200,160,5
8201,23124,4
8202,821,5
8203,38,5
8204,3475,4
8206,26184,5
8208,7042,5
8209,2924,4
8210,11,4
8211,1037,4
8212,97,4
8213,20509,3
8214,605,4
8216,1328,4
8217,3683,3
8218,28372,5
8219,29528,5
8220,804,3
8222,32,4
8223,3639,4
8225,10,4
8226,136,5
8227,3,4
8228,224,5
8229,737,4
8230,534,4
8232,50,4
8233,623,4
8234,91,3
8235,215,4
8237,154,4
8238,894,3
8240,81353,5
8241,5145,3
8242,24,4
8243,3,4
8244,149,4
8245,272,3
8246,18,4
8247,1253,5
8248,333,4
8249,699,4
8250,580,4
8251,301,4
8252,3201,2
8253,2955,2
8254,54,4
8255,8,4
8256,1729,4
8257,21,5
8259,633,4
8260,6281,4
8261,547,5
8263,942,1
8264,4266,5
8266,48780,5
8267,2763,4
8268,4279,5
8269,4280,5
8270,9158,1
8271,5543,4
8272,2006,4
8273,12,4
8275,1,3
8276,1799,2
8277,59382,4
8278,596,4
8279,32602,5
8280,32622,5
8281,15,4
8282,503,4
8283,1575,5
8284,583,5
8285,27652,4
8286,48736,5
8287,44305,5
8288,3821,3
8289,6291,2
8290,5162,4
8291,170,4
8293,3204,3
8294,49055,5
8295,48683,5
8296,2350,3
8297,47746,5
8298,49233,5
8299,46294,5
8300,46358,5
8301,48697,5
8302,48383,5
8303,46357,5
8304,600,4
8305,49465,5
8306,46329,5
8307,48756,5
8308,3102,2
8309,14465,3
8310,46326,5
8311,49323,5
8312,49350,5
8313,49094,5
8314,38,4
8315,2432,5
8316,100,4
8318,21335,4
8319,2284,4
8321,4073,4
8322,4356,5
8323,4459,5
8324,18,4
8326,33,4
8328,1260,3
8329,1790,5
8330,904,3
8331,4633,4
8332,4985,3
8333,7911,4
8334,521,4
8335,23,4
8336,18192,4
8337,2253,5
8338,880,4
8339,1,4
8340,1009,3
8341,1517,4
8342,303,3
8343,47020,5
8344,312,4
8345,67,3
8346,2154,4
8348,172,5
8349,464,4
8350,345,3
8351,824,3
8352,92,3
8353,206,3
8354,12,4
8355,105650,5
8356,779,3
8357,4409,5
8358,4270,5
8359,4613,5
8360,9,4
8361,618,4
8363,72,5
8365,768,4
8366,1658,4
8367,290,3
8368,235,4
8369,104328,5
8370,378,5
8371,500,4
8372,369,4
8373,532,3
8374,171,3
8375,415,4
8378,6833,5
8379,5866,5
8382,3684,4
8383,59331,4
8384,2,4
8385,3618,3
8386,32074,3
8388,3776,3
8389,701,4
8390,30,3
8391,5,3
8392,5183,4
8393,313,4
8394,811,5
8396,1873,3
8397,2945,4
8398,422,4
8399,6,4
8400,587,3
8401,863,4
8402,26,3
8403,6,4
8404,14135,4
8405,26600,4
8406,3182,4
8407,49,4
8408,9630,5
8409,26,4
8410,602,5
8413,139,4
8414,2579,4
8417,122,3
8418,1715,5
8419,1116,4
8420,2085,4
8421,49,4
8422,1024,4
8423,2605,5
8424,51,4
8425,2088,3
8426,901,4
8427,5,4
8428,947,4
8429,108,1
8430,2405,4
8431,55705,4
8432,792,5
8433,1,4
8434,15990,5
8435,3001,4
8436,714,4
8437,9542,4
8438,127,4
8439,18111,4
8440,1085,4
8441,165,5
8442,81,4
8443,862,4
8445,1791,4
8446,499,4
8447,5568,4
8448,31,4
8449,142,4
8450,3004,3
8451,1700,3
8452,184444,3
8453,8768,4
8454,13293,3
8455,45,5
8457,742,5
8458,3814,3
8459,717,2
8461,150,1
8462,163,4
8463,2667,1
8464,957,4
8465,136,4
8466,941,4
8467,66,4
8468,776,4
8469,947,4
8470,365,4
8471,1061,4
8472,823,4
8473,606,4
8474,1149,4
8475,8325,4
8476,4343,4
8478,1135,1
8479,38,4
8480,1,4
8481,235,4
8482,4108,1
8484,3416,5
8485,1514,4
8486,2301415,5
8487,252,4
8488,6135,5
8489,159,5
8490,17,4
8492,501,4
8493,72,4
8495,68,4
8498,327,4
8499,7542,4
8500,11,4
8501,282,4
8502,61093,5
8503,141,4
8504,6,4
8505,54,4
8507,107,4
8508,1414,4
8510,40398,4
8511,44,4
8512,69026,5
8514,888,3
8515,20185,4
8516,155,4
8517,20,4
8518,79,4
8519,409,4
8520,842,4
8521,726,4
8522,9201,4
8523,1576,4
8524,183,5
8525,18,3
8526,898,4
8528,1542,4
8529,901,4
8530,40,4
8531,619,4
8532,786,4
8533,740,4
8534,749,4
8535,880,4
8536,951,4
8537,816,4
8538,30,4
8541,25969,5
8542,35,5
8543,12120,3
8544,6,2
8546,2115,4
8547,81,4
8548,2153,3
8549,364,3
8550,44680,5
8551,86,4
8552,43,3
8553,64,3
8554,9897,5
8555,231,4
8556,33,4
8559,24348,5
8560,8303,4
8561,9244,4
8562,3080,1
8563,1781,4
8564,112,4
8565,253,4
8566,48060,1
8567,10856,5
8568,89,1
8569,97111,5
8570,1319,5
8571,149,3
8575,460,4
8576,20,4
8577,2953,2
8578,2790,3
8580,257,3
8581,30,4
8582,137,1
8587,1393,4
8588,287,4
8589,148,4
8591,597,4
8592,2511,3
8593,11126,4
8594,653,5
8596,15731,3
8598,9169,4
8599,4729,1
8600,4103,4
8601,2,4
8603,2240,4
8604,271,1
8605,2790,4
8606,977,3
8607,28,3
8608,563,4
8609,75,3
8610,284,4
8613,228,4
8614,1422,4
8615,30352,4
8616,382,5
8617,3413,4
8618,987,4
8619,1140,3
8621,750,4
8623,854,4
8624,36,1
8625,3437,4
8626,3324,3
8627,1093,4
8628,84,3
8630,756,2
8631,199,3
8632,1037,4
8633,138,4
8634,6421,1
8636,32,4
8638,2051,4
8639,304,5
8640,99,4
8642,1785,5
8643,1592,4
8644,1427,2
8645,677,4
8646,830,4
8647,6679,5
8648,6102,5
8649,4712,2
8650,1019,5
8651,1436,4
8652,1513,5
8653,306,4
8654,3266,3
8655,296,3
8657,3598,3
8658,40,4
8659,2264,3
8661,41,4
8662,535,5
8663,20,4
8664,11,4
8665,18,1
8666,1623,4
8667,4,4
8668,363,4
8669,69,5
8670,232,3
8671,176,4
8672,588,3
8673,376,3
8674,318,3
8675,377,5
8676,91,4
8677,810,4
8678,946,4
8679,701,4
8681,835,4
8682,1717,4
8683,96,4
8684,765,4
8685,782,4
8688,800,4
8689,837,4
8690,4130,4
8691,742,4
8692,22,4
8693,931,4
8694,988,4
8695,851,4
8696,1497,4
8697,418,3
8698,272,2
8701,1708,5
8702,190,4
8703,32,3
8704,2985,4
8705,145,3
8706,47,5
8707,4222,4
8708,4,3
8710,1693,4
8711,422,4
8712,75,4
8713,23,4
8715,219,4
8716,16221,5
8718,3175,4
8719,21,4
8721,1111,4
8722,3,4
8723,555,4
8724,1848,4
8725,947,5
8726,794,3
8727,21667,3
8728,350,3
8729,4425,5
8730,73431,4
8731,52,4
8732,1490,4
8733,14164,3
8734,137,4
8735,164,4
8736,527,4
8737,14,3
8738,1739,4
8739,975,4
8740,965,4
8741,994,4
8742,864,4
8743,1110,4
8744,1480,4
8745,1084,4
8746,7,4
8747,4322,5
8748,4291,5
8749,4310,5
8750,4274,5
8751,4544,5
8752,4264,5
8753,4297,5
8754,3,4
8755,1218,4
8756,3519,4
8758,839,4
8759,18908,4
8760,228,4
8761,8708,2
8762,2053,3
8763,1283,4
8765,896,4
8766,936,4
8767,16,4
8768,955,4
8770,3917,4
8771,522,4
8772,653,4
8773,1599,4
8774,718,4
8775,665,4
8776,1040,4
8777,866,4
8778,97,3
8779,868,4
8780,927,4
8781,922,4
8782,575,4
8783,685,4
8784,706,4
8785,756,4
8786,832,4
8787,1559,4
8788,1062,4
8789,807,4
8790,761,4
8791,1428,4
8792,256,4
8793,125,5
8794,21,4
8795,2392,5
8796,66,5
8797,4757,4
8798,2341,4
8799,1885,4
8800,779,4
8801,451,4
8802,110,3
8804,1200,4
8805,916,3
8806,116,4
8807,71,3
8808,179,3
8809,6450,3
8810,243,3
8811,108966,4
8812,349,4
8813,213,4
8814,309,2
8815,459,4
8816,19,5
8817,1310,4
8818,1549,4
8819,1166,4
8821,141,4
8823,1461,5
8825,34,4
8827,21,5
8828,562,4
8829,576,4
8831,4855,4
8833,6320,5
8834,3521,3
8836,42,4
8837,323,3
8838,15784,5
8839,2131,4
8840,10000,4
8841,172,3
8843,70,3
8844,45,3
8845,46,4
8846,6093,4
8847,3940,5
8849,18849,4
8850,3,4
8851,1235,5
8852,3718,3
8853,5569,4
8854,2071,4
8855,29,4
8857,3351,4
8858,448,4
8859,264,4
8860,654,4
8862,296,4
8863,594,3
8864,79,4
8865,191,3
8866,173,4
8867,2098,4
8869,107,4
8870,30031,4
8871,122,5
8872,238,4
8873,11,4
8875,50,4
8877,19366,4
8878,248,4
8879,76,4
8880,975,4
8881,952,4
8882,129,4
8883,176,3
8884,431,3
8885,4073,4
8886,143,4
8887,412,4
8888,5407,3
8889,1,4
8890,551,4
8892,14155,4
8893,166,5
8895,5,4
8896,8266,4
8897,4234,3
8898,428,4
8899,3203,4
8900,336,4
8901,140,4
8903,878,4
8905,48,4
8906,3255,4
8907,1190,5
8908,1,3
8909,1783,3
8910,267,4
8911,384,4
8912,5455,3
8913,5543,4
8915,8393,3
8916,20621,5
8917,927,4
8918,2791,5
8919,1083,4
8920,866,4
8921,41368,1
8922,5,4
8923,2720,4
8924,533,4
8925,6697,4
8926,600,4
8928,217,1
8929,93,5
8930,287,5
8931,191,4
8934,8187,3
8935,18,3
8937,14977,3
8938,1329,4
8939,620,4
8940,21440,4
8941,6183,3
8943,209,4
8944,274,5
8945,866,4
8946,38,4
8947,225,4
8948,1541,4
8949,11782,2
